Data	Hora	Exchange	Moeda	Sinal	Grafico	Preco
24/01/2026	00:14:22	BINANCE	AXSUSDT	agulhada santa de venda	15 minutos	2,783,
24/01/2026	00:15:11	BINANCE	AXSUSDT	agulhada santa de venda	15 minutos	2,793,
24/01/2026	00:16:06	BINANCE	ZENUSDT	alerta de compra	60 minutos	10,274,
24/01/2026	00:16:19	BINANCE	USDCUSDT	agulhada santa de compra	60 minutos	1,0012,
24/01/2026	00:26:03	BINANCE	EGLDUSDT	alerta de compra	60 minutos	5,96,
24/01/2026	00:37:29	BINANCE	JASMYUSDT	alerta de compra	60 minutos	0,00752,
24/01/2026	00:44:11	BINANCE	ACHUSDT	alerta de compra	60 minutos	0,01252,
24/01/2026	00:44:11	BINANCE	ACHUSDT	alerta de compra	60 minutos	0,01254,
24/01/2026	00:45:55	BINANCE	OGNUSDT	agulhada santa de compra	60 minutos	0,0306,
24/01/2026	00:56:58	BINANCE	ICXUSDT	agulhada santa de compra	60 minutos	0,0551,
24/01/2026	01:01:12	BINANCE	ACHUSDT	agulhada santa de compra	60 minutos	0,01253,
24/01/2026	02:00:12	BINANCE	ACHUSDT	agulhada santa de compra	60 minutos	0,01255,
24/01/2026	02:00:14	BINANCE	ACHUSDT	agulhada santa de compra	60 minutos	0,01255,
24/01/2026	02:40:18	BINANCE	HBARUSDT	agulhada santa de venda	15 minutos	0,10867,
24/01/2026	02:43:00	BINANCE	HBARUSDT	agulhada santa de venda	15 minutos	0,10867,
24/01/2026	02:45:09	BINANCE	HBARUSDT	agulhada santa de venda	15 minutos	0,10859,
24/01/2026	02:46:04	BINANCE	ANKRUSDT	alerta de venda	60 minutos	0,00634,
24/01/2026	02:53:04	BINANCE	BATUSDT	agulhada santa de venda	60 minutos	0,182,
24/01/2026	02:53:05	BINANCE	BATUSDT	agulhada de venda	60 minutos	0,182,
24/01/2026	02:57:31	BINANCE	IOUSDT	agulhada santa de venda	15 minutos	0,162,
24/01/2026	03:22:10	BINANCE	XRPUSD	agulhada santa de venda	15 minutos	1,9179,
24/01/2026	03:22:10	BINANCE	XRPUSD	agulhada santa de venda	15 minutos	1,9179,
24/01/2026	03:23:46	BINANCE	XRPUSDT	agulhada santa de venda	15 minutos	1,9196,
24/01/2026	03:30:11	BINANCE	XRPUSDT	agulhada santa de venda	15 minutos	1,9187,
24/01/2026	03:31:05	BINANCE	XRPUSD	agulhada santa de venda	15 minutos	1,9177,
24/01/2026	04:00:16	BINANCE	CELOUSDT	agulhada santa de compra	60 minutos	0,1172,
24/01/2026	04:00:16	BINANCE	CELOUSDT	alerta de compra	60 minutos	0,1172,
24/01/2026	04:18:49	BINANCE	ETHUSDT	agulhada santa de venda	15 minutos	2957,
24/01/2026	04:20:34	BINANCE	BNBUSDT	agulhada santa de venda	15 minutos	891,5,
24/01/2026	04:23:18	BINANCE	AVAXUSDT	agulhada santa de venda	15 minutos	12,11,
24/01/2026	04:23:18	BINANCE	AVAXUSDT	agulhada santa de venda	15 minutos	12,11,
24/01/2026	04:23:18	BINANCE	AVAXUSDT	alerta de venda	60 minutos	12,11,
24/01/2026	04:28:25	BINANCE	SOLUSDT	agulhada santa de venda	15 minutos	127,22,
24/01/2026	04:28:32	BINANCE	VETUSDT	agulhada santa de venda	15 minutos	0,01024,
24/01/2026	04:30:12	BINANCE	BNBUSDT	agulhada santa de venda	15 minutos	891,59,
24/01/2026	04:36:06	BINANCE	BLURUSDT	agulhada santa de venda	15 minutos	0,03154,
24/01/2026	04:45:18	BINANCE	VETUSDT	agulhada santa de venda	15 minutos	0,01025,
24/01/2026	04:46:09	BINANCE	BLURUSDT	agulhada santa de venda	15 minutos	0,03152,
24/01/2026	04:55:57	BINANCE	DOTUSDT	alerta de venda	60 minutos	1,925,
24/01/2026	04:57:29	BINANCE	GMXUSDT	agulhada santa de venda	15 minutos	7,31,
24/01/2026	05:00:14	BINANCE	CELOUSDT	agulhada santa de compra	60 minutos	0,118,
24/01/2026	05:00:14	BINANCE	CELOUSDT	agulhada santa de compra	60 minutos	0,1179,
24/01/2026	05:00:15	BINANCE	CELOUSDT	alerta de compra	60 minutos	0,118,
24/01/2026	05:00:15	BINANCE	CELOUSDT	alerta de compra	60 minutos	0,1179,
24/01/2026	05:00:17	BINANCE	DOTUSDT	agulhada santa de venda	15 minutos	1,925,
24/01/2026	05:00:28	BINANCE	ENAUSDT	agulhada santa de venda	15 minutos	0,1755,
24/01/2026	05:01:07	BINANCE	GMXUSDT	agulhada santa de venda	15 minutos	7,31,
24/01/2026	05:01:38	BINANCE	ENAUSDT	agulhada santa de venda	15 minutos	0,1754,
24/01/2026	05:08:55	BINANCE	CHZUSDT	agulhada santa de compra	60 minutos	0,05155,
24/01/2026	05:15:17	BINANCE	ENAUSDT	agulhada santa de venda	15 minutos	0,1753,
24/01/2026	05:16:41	BINANCE	VETUSDT	alerta de venda	60 minutos	0,01022,
24/01/2026	05:26:48	BINANCE	GLMRUSDT	alerta de compra	60 minutos	0,0219,
24/01/2026	05:40:20	BINANCE	ZROUSDT	agulhada santa de venda	15 minutos	2,177,
24/01/2026	05:45:08	BINANCE	SOLUSDT	agulhada santa de venda	60 minutos	127,29,
24/01/2026	05:45:09	BINANCE	SOLUSDT	agulhada de venda	60 minutos	127,29,
24/01/2026	05:45:10	BINANCE	SOLUSDT	agulhada santa de venda	60 minutos	127,29,
24/01/2026	05:45:10	BINANCE	SOLUSDT	agulhada de venda	60 minutos	127,29,
24/01/2026	05:45:11	BINANCE	ZROUSDT	agulhada santa de venda	15 minutos	2,175,
24/01/2026	06:06:53	BINANCE	IOTAUSDT	agulhada santa de venda	60 minutos	0,0884,
24/01/2026	06:06:53	BINANCE	IOTAUSDT	agulhada de venda	60 minutos	0,0884,
24/01/2026	06:29:08	BINANCE	JTOUSDT	alerta de venda	60 minutos	0,329,
24/01/2026	06:29:11	BINANCE	JTOUSDT	agulhada santa de venda	15 minutos	0,328,
24/01/2026	06:29:11	BINANCE	JTOUSDT	alerta de venda	60 minutos	0,328,
24/01/2026	06:30:13	BINANCE	SSVUSDT	agulhada santa de venda	15 minutos	4,142,
24/01/2026	06:31:07	BINANCE	JTOUSDT	agulhada santa de venda	15 minutos	0,328,
24/01/2026	06:31:07	BINANCE	ALGOUSDT	agulhada santa de venda	15 minutos	0,1199,
24/01/2026	06:41:10	BINANCE	LDOUSDT	agulhada santa de venda	15 minutos	0,525,
24/01/2026	06:45:08	BINANCE	LDOUSDT	agulhada santa de venda	15 minutos	0,5256,
24/01/2026	06:45:08	BINANCE	ONTUSDT	agulhada santa de venda	15 minutos	0,0577,
24/01/2026	06:57:36	BINANCE	THETAUSDT	alerta de venda	60 minutos	0,295,
24/01/2026	06:57:47	BINANCE	HIGHUSDT	agulhada santa de venda	15 minutos	0,216,
24/01/2026	06:57:47	BINANCE	HIGHUSDT	agulhada santa de venda	15 minutos	0,216,
24/01/2026	06:57:47	BINANCE	HIGHUSDT	alerta de venda	60 minutos	0,216,
24/01/2026	07:00:12	BINANCE	JTOUSDT	agulhada santa de venda	60 minutos	0,328,
24/01/2026	07:00:12	BINANCE	JTOUSDT	agulhada de venda	60 minutos	0,328,
24/01/2026	07:00:13	BINANCE	HIGHUSDT	agulhada santa de venda	15 minutos	0,216,
24/01/2026	07:00:14	BINANCE	PENDLEUSDT	alerta de venda	60 minutos	1,993,
24/01/2026	07:00:15	BINANCE	HIGHUSDT	agulhada santa de venda	15 minutos	0,216,
24/01/2026	07:00:15	BINANCE	HIGHUSDT	agulhada santa de venda	15 minutos	0,216,
24/01/2026	07:02:30	BINANCE	PENDLEUSD	agulhada santa de venda	15 minutos	1,989589,
24/01/2026	07:02:30	BINANCE	PENDLEUSD	agulhada santa de venda	15 minutos	1,989589,
24/01/2026	07:14:11	BINANCE	XLMUSDT	agulhada santa de venda	15 minutos	0,2103,
24/01/2026	07:15:19	BINANCE	XLMUSDT	agulhada santa de venda	15 minutos	0,2103,
24/01/2026	07:15:22	BINANCE	IOTAUSDT	agulhada santa de venda	60 minutos	0,0882,
24/01/2026	07:15:22	BINANCE	IOTAUSDT	agulhada santa de venda	60 minutos	0,0882,
24/01/2026	07:15:22	BINANCE	IOTAUSDT	agulhada de venda	60 minutos	0,0882,
24/01/2026	07:15:22	BINANCE	IOTAUSDT	agulhada de venda	60 minutos	0,0882,
24/01/2026	07:17:36	BINANCE	NEOUSDT	agulhada santa de venda	15 minutos	3,644,
24/01/2026	07:20:09	BINANCE	AAVEUSDT	agulhada santa de venda	60 minutos	156,21,
24/01/2026	07:20:10	BINANCE	AAVEUSDT	agulhada de venda	60 minutos	156,21,
24/01/2026	07:20:43	BINANCE	STXUSDT	agulhada de venda	60 minutos	0,3071,
24/01/2026	07:30:09	BINANCE	LPTUSDT	alerta de compra	60 minutos	3,545,
24/01/2026	07:30:11	BINANCE	LPTUSDT	alerta de compra	60 minutos	3,545,
24/01/2026	07:30:12	BINANCE	LPTUSDT	alerta de compra	60 minutos	3,545,
24/01/2026	07:41:53	BINANCE	TRXUSDT	agulhada santa de venda	15 minutos	0,2958,
24/01/2026	07:45:07	BINANCE	CYBERUSDT	alerta de compra	60 minutos	0,783,
24/01/2026	07:45:07	BINANCE	CYBERUSDT	alerta de compra	60 minutos	0,784,
24/01/2026	07:45:11	BINANCE	TRXUSDT	agulhada santa de venda	15 minutos	0,2958,
24/01/2026	07:48:23	BINANCE	TRXUSDT	agulhada santa de venda	15 minutos	0,2951,
24/01/2026	08:00:20	BINANCE	TRXUSDT	agulhada santa de venda	15 minutos	0,295,
24/01/2026	08:11:10	BINANCE	MANAUSDT	alerta de venda	60 minutos	0,1607,
24/01/2026	08:15:16	BINANCE	ARUSDT	agulhada santa de compra	60 minutos	3,58,
24/01/2026	08:15:16	BINANCE	ARUSDT	agulhada santa de compra	60 minutos	3,57,
24/01/2026	08:56:13	BINANCE	MINAUSDT	alerta de compra	60 minutos	0,0895,
