Data	Hora	Exchange	Moeda	Sinal	Grafico	Preco
25/01/2026	01:16:56	BINANCE	ARPAUSDT	agulhada santa de compra	60 minutos	0,01565,
25/01/2026	01:32:50	BINANCE	VETUSDT	agulhada santa de compra	60 minutos	0,01042,
25/01/2026	01:46:08	BINANCE	ARUSDT	alerta de compra	60 minutos	3,54,
25/01/2026	02:54:29	BINANCE	ROSEUSDT	agulhada santa de compra	60 minutos	0,01746,
25/01/2026	03:18:06	BINANCE	LQTYUSDT	agulhada santa de venda	15 minutos	0,331,
25/01/2026	03:26:44	BINANCE	MINAUSDT	alerta de compra	60 minutos	0,0889,
25/01/2026	03:30:09	BINANCE	CYBERUSDT	alerta de compra	60 minutos	0,824,
25/01/2026	03:30:10	BINANCE	CYBERUSDT	alerta de compra	60 minutos	0,824,
25/01/2026	03:55:09	BINANCE	LQTYUSDT	agulhada santa de venda	15 minutos	0,33,
25/01/2026	03:55:09	BINANCE	LQTYUSDT	alerta de venda	60 minutos	0,33,
25/01/2026	04:00:56	BINANCE	LQTYUSDT	agulhada santa de venda	15 minutos	0,33,
25/01/2026	04:03:11	BINANCE	USDCUSDT	alerta de compra	60 minutos	1,0013,
25/01/2026	04:08:13	BINANCE	PENDLEUSD	agulhada santa de venda	60 minutos	1,98448898,
25/01/2026	04:08:14	BINANCE	PENDLEUSD	agulhada de venda	60 minutos	1,98448898,
25/01/2026	04:14:45	BINANCE	RUNEUSDT	agulhada santa de venda	15 minutos	0,576,
25/01/2026	04:14:45	BINANCE	RUNEUSDT	agulhada santa de venda	15 minutos	0,576,
25/01/2026	04:15:11	BINANCE	FETUSDT	agulhada santa de venda	15 minutos	0,2256,
25/01/2026	04:15:18	BINANCE	FETUSDT	agulhada santa de venda	15 minutos	0,2256,
25/01/2026	04:16:28	BINANCE	SFPUSDT	agulhada santa de venda	15 minutos	0,3577,
25/01/2026	04:16:28	BINANCE	SFPUSDT	agulhada santa de venda	15 minutos	0,3577,
25/01/2026	04:16:55	BINANCE	IMXUSDT	agulhada santa de venda	15 minutos	0,246,
25/01/2026	04:17:11	BINANCE	ATAUSDT	agulhada santa de venda	15 minutos	0,0174,
25/01/2026	04:17:11	BINANCE	ATAUSDT	agulhada santa de venda	15 minutos	0,0174,
25/01/2026	04:18:19	BINANCE	ENAUSDT	agulhada santa de venda	15 minutos	0,1721,
25/01/2026	04:18:55	BINANCE	YFIUSDT	agulhada santa de venda	15 minutos	3310,
25/01/2026	04:19:52	BINANCE	AAVEUSDT	agulhada santa de venda	15 minutos	154,59,
25/01/2026	04:22:23	BINANCE	CHRUSDT	agulhada santa de venda	15 minutos	0,0392,
25/01/2026	04:22:23	BINANCE	CHRUSDT	agulhada santa de venda	15 minutos	0,0392,
25/01/2026	04:22:24	BINANCE	CHRUSDT	alerta de venda	60 minutos	0,0392,
25/01/2026	04:30:23	BINANCE	SFPUSDT	agulhada santa de venda	15 minutos	0,3581,
25/01/2026	04:31:06	BINANCE	RLCUSDT	agulhada santa de venda	15 minutos	0,603,
25/01/2026	04:31:20	BINANCE	CHRUSDT	agulhada santa de venda	15 minutos	0,0393,
25/01/2026	04:31:20	BINANCE	CHRUSDT	agulhada santa de venda	15 minutos	0,0393,
25/01/2026	04:57:47	BINANCE	CELOUSDT	agulhada santa de compra	60 minutos	0,1174,
25/01/2026	04:57:48	BINANCE	CELOUSDT	alerta de compra	60 minutos	0,1174,
25/01/2026	05:16:06	BINANCE	AGLDUSDT	alerta de compra	60 minutos	0,316,
25/01/2026	05:30:52	BINANCE	TRUUSDT	agulhada santa de venda	60 minutos	0,0088,
25/01/2026	05:30:53	BINANCE	TRUUSDT	agulhada de venda	60 minutos	0,0088,
25/01/2026	05:30:53	BINANCE	TRUUSDT	agulhada santa de venda	60 minutos	0,0088,
25/01/2026	05:30:53	BINANCE	TRUUSDT	alerta de venda	60 minutos	0,0088,
25/01/2026	05:30:53	BINANCE	TRUUSDT	agulhada de venda	60 minutos	0,0088,
25/01/2026	05:30:53	BINANCE	TRUUSDT	alerta de venda	60 minutos	0,0088,
25/01/2026	05:31:04	BINANCE	CHRUSDT	alerta de venda	60 minutos	0,0394,
25/01/2026	05:38:34	BINANCE	ARUSDT	alerta de venda	60 minutos	3,48,
25/01/2026	05:38:36	BINANCE	RLCUSDT	agulhada santa de venda	60 minutos	0,602,
25/01/2026	05:38:36	BINANCE	RLCUSDT	agulhada de venda	60 minutos	0,602,
25/01/2026	05:38:37	BINANCE	FILUSDT	agulhada santa de venda	15 minutos	1,298,
25/01/2026	05:38:37	BINANCE	FILUSDT	agulhada santa de venda	15 minutos	1,298,
25/01/2026	05:38:37	BINANCE	SKLUSDT	alerta de venda	60 minutos	0,01014,
25/01/2026	05:38:40	BINANCE	JOEUSDT	agulhada santa de venda	15 minutos	0,0553,
25/01/2026	05:38:41	BINANCE	UMAUSDT	agulhada santa de venda	60 minutos	0,693,
25/01/2026	05:38:41	BINANCE	UMAUSDT	agulhada de venda	60 minutos	0,693,
25/01/2026	05:38:42	BINANCE	ETHUSDT	agulhada santa de venda	15 minutos	2931,73,
25/01/2026	05:38:43	BINANCE	ETHUSDT	agulhada santa de venda	15 minutos	2931,73,
25/01/2026	05:38:49	BINANCE	ETHUSD	agulhada santa de venda	15 minutos	2927,76,
25/01/2026	05:40:56	BINANCE	ENAUSDT	agulhada santa de venda	15 minutos	0,171,
25/01/2026	05:41:12	BINANCE	TRXUSDT	alerta de compra	60 minutos	0,2962,
25/01/2026	05:41:22	BINANCE	OGNUSDT	agulhada santa de venda	60 minutos	0,03,
25/01/2026	05:41:22	BINANCE	OGNUSDT	agulhada de venda	60 minutos	0,03,
25/01/2026	05:41:25	BINANCE	BICOUSDT	agulhada santa de venda	15 minutos	0,0383,
25/01/2026	05:41:28	BINANCE	CTSIUSDT	agulhada santa de venda	60 minutos	0,0332,
25/01/2026	05:41:28	BINANCE	CTSIUSDT	agulhada de venda	60 minutos	0,0332,
25/01/2026	05:45:08	BINANCE	ORDIUSDT	agulhada santa de venda	15 minutos	4,005,
25/01/2026	05:45:13	BINANCE	FILUSDT	agulhada santa de venda	15 minutos	1,296,
25/01/2026	05:45:15	BINANCE	FILUSDT	agulhada santa de venda	15 minutos	1,297,
25/01/2026	05:45:17	BINANCE	FILUSDT	agulhada santa de venda	15 minutos	1,296,
25/01/2026	05:45:18	BINANCE	OPUSDT	agulhada santa de venda	15 minutos	0,2991,
25/01/2026	05:45:19	BINANCE	OPUSDT	agulhada santa de venda	15 minutos	0,2991,
25/01/2026	05:45:21	BINANCE	1INCHUSDT	agulhada santa de venda	15 minutos	0,1416,
25/01/2026	05:45:22	BINANCE	1INCHUSDT	agulhada santa de venda	15 minutos	0,1416,
25/01/2026	05:45:28	BINANCE	GMTUSDT	agulhada santa de venda	15 minutos	0,01565,
25/01/2026	05:45:32	BINANCE	ARKMUSDT	agulhada santa de venda	15 minutos	0,173,
25/01/2026	05:45:46	BINANCE	ETCUSDT	agulhada santa de venda	15 minutos	11,46,
25/01/2026	05:46:14	BINANCE	CKBUSDT	agulhada santa de venda	15 minutos	0,002447,
25/01/2026	05:46:49	BINANCE	AVAUSDT	agulhada santa de venda	15 minutos	0,3222,
25/01/2026	05:46:49	BINANCE	AVAUSDT	agulhada santa de venda	15 minutos	0,3222,
25/01/2026	05:47:33	BINANCE	BICOUSDT	agulhada santa de venda	15 minutos	0,0382,
25/01/2026	05:47:40	BINANCE	LINKUSDT	agulhada santa de venda	15 minutos	12,01,
25/01/2026	05:48:54	BINANCE	FLOWUSDT	agulhada santa de venda	60 minutos	0,07,
25/01/2026	05:48:55	BINANCE	FLOWUSDT	agulhada de venda	60 minutos	0,07,
25/01/2026	05:48:55	BINANCE	FLOWUSDT	alerta de venda	60 minutos	0,07,
25/01/2026	06:00:24	BINANCE	ATAUSDT	agulhada santa de venda	15 minutos	0,0174,
25/01/2026	06:00:25	BINANCE	NEARUSDT	agulhada santa de venda	60 minutos	1,487,
25/01/2026	06:00:25	BINANCE	NEARUSDT	agulhada santa de venda	60 minutos	1,487,
25/01/2026	06:00:25	BINANCE	NEARUSDT	agulhada de venda	60 minutos	1,487,
25/01/2026	06:00:25	BINANCE	NEARUSDT	agulhada de venda	60 minutos	1,487,
25/01/2026	06:00:26	BINANCE	CELOUSDT	agulhada santa de compra	60 minutos	0,1183,
25/01/2026	06:00:26	BINANCE	CELOUSDT	agulhada santa de compra	60 minutos	0,1183,
25/01/2026	06:00:27	BINANCE	APTUSDT	agulhada santa de venda	15 minutos	1,54,
25/01/2026	06:00:28	BINANCE	ORDIUSDT	agulhada santa de venda	15 minutos	4,006,
25/01/2026	06:00:28	BINANCE	AAVEUSDT	agulhada santa de venda	15 minutos	154,44,
25/01/2026	06:00:28	BINANCE	OPUSDT	agulhada santa de venda	15 minutos	0,2989,
25/01/2026	06:00:29	BINANCE	NEARUSDT	agulhada santa de venda	15 minutos	1,487,
25/01/2026	06:00:29	BINANCE	NEARUSDT	agulhada santa de venda	60 minutos	1,487,
25/01/2026	06:00:30	BINANCE	NEARUSDT	agulhada de venda	60 minutos	1,487,
25/01/2026	06:00:30	BINANCE	FILUSDT	agulhada santa de venda	15 minutos	1,296,
25/01/2026	06:00:32	BINANCE	1INCHUSDT	agulhada santa de venda	15 minutos	0,1416,
25/01/2026	06:30:11	BINANCE	CHZUSDT	alerta de compra	60 minutos	0,05279,
25/01/2026	06:43:04	BINANCE	APTUSDT	alerta de compra	60 minutos	1,564,
25/01/2026	06:45:09	BINANCE	TRXUSDT	alerta de compra	60 minutos	0,2972,
25/01/2026	06:55:44	BINANCE	TRXUSDT	agulhada santa de compra	60 minutos	0,2974,
25/01/2026	07:00:18	BINANCE	APTUSDT	agulhada santa de compra	60 minutos	1,567,
25/01/2026	07:00:22	BINANCE	ZILUSDT	alerta de compra	60 minutos	0,005,
25/01/2026	07:00:25	BINANCE	ZILUSDT	agulhada santa de compra	60 minutos	0,00501,
25/01/2026	07:01:10	BINANCE	CHZUSDT	agulhada santa de compra	60 minutos	0,05298,
25/01/2026	07:03:29	BINANCE	VETUSDT	alerta de compra	60 minutos	0,0104,
25/01/2026	07:15:05	BINANCE	API3USDT	alerta de compra	60 minutos	0,4179,
25/01/2026	07:15:15	BINANCE	API3USDT	alerta de compra	60 minutos	0,4179,
25/01/2026	07:28:35	BINANCE	LTCUSDT	agulhada santa de compra	60 minutos	70,05,
25/01/2026	07:30:12	BINANCE	XTZUSDT	alerta de compra	60 minutos	0,5925,
25/01/2026	07:30:13	BINANCE	LTCUSDT	agulhada santa de compra	60 minutos	70,31,
25/01/2026	07:30:16	BINANCE	XTZUSDT	alerta de compra	60 minutos	0,5925,
25/01/2026	07:30:21	BINANCE	LTCUSDT	agulhada santa de compra	60 minutos	70,31,
25/01/2026	07:30:23	BINANCE	LTCUSDT	agulhada santa de compra	60 minutos	70,31,
25/01/2026	07:30:26	BINANCE	LTCUSDT	agulhada santa de compra	60 minutos	70,31,
25/01/2026	07:30:39	BINANCE	SXPUSDT	alerta de compra	60 minutos	0,0623,
25/01/2026	07:42:20	BINANCE	SFPUSDT	agulhada santa de venda	15 minutos	0,3572,
25/01/2026	07:46:04	BINANCE	SFPUSDT	agulhada santa de venda	15 minutos	0,3575,
25/01/2026	07:46:04	BINANCE	SFPUSDT	agulhada santa de venda	15 minutos	0,3575,
25/01/2026	08:00:13	BINANCE	APTUSDT	agulhada santa de compra	60 minutos	1,577,
25/01/2026	08:00:14	BINANCE	UNIUSDT	alerta de compra	60 minutos	4,868,
25/01/2026	08:00:15	BINANCE	TRXUSDT	agulhada santa de compra	60 minutos	0,2973,
25/01/2026	08:00:18	MEXC	VISTAUSDT	alerta de compra	60 minutos	2,955,
25/01/2026	08:00:18	MEXC	VISTAUSDT	alerta de compra	60 minutos	2,955,
25/01/2026	08:00:21	BINANCE	ZILUSDT	agulhada santa de compra	60 minutos	0,005,
25/01/2026	08:00:21	BINANCE	ZILUSDT	agulhada santa de compra	60 minutos	0,00499,
25/01/2026	08:00:28	BINANCE	SFPUSDT	agulhada santa de venda	15 minutos	0,3573,
25/01/2026	08:00:32	BINANCE	SFPUSDT	agulhada santa de venda	15 minutos	0,357,
25/01/2026	08:06:20	BINANCE	OXTUSDT	agulhada santa de venda	15 minutos	0,0216,
25/01/2026	08:15:08	BINANCE	USDCUSDT	alerta de compra	60 minutos	1,0013,
25/01/2026	08:15:17	BINANCE	LRCUSDT	agulhada santa de venda	15 minutos	0,0482,
25/01/2026	08:15:20	BINANCE	LRCUSDT	agulhada santa de venda	15 minutos	0,0482,
25/01/2026	08:31:41	BINANCE	MAVUSDT	agulhada santa de compra	60 minutos	0,02616,
25/01/2026	08:37:54	BINANCE	LRCUSDT	agulhada santa de venda	15 minutos	0,0483,
25/01/2026	08:45:15	BINANCE	IMXUSDT	alerta de compra	60 minutos	0,251,
25/01/2026	08:45:15	BINANCE	IMXUSDT	alerta de compra	60 minutos	0,251,
25/01/2026	08:45:16	BINANCE	IMXUSDT	alerta de compra	60 minutos	0,251,
25/01/2026	08:46:06	BINANCE	LRCUSDT	agulhada santa de venda	15 minutos	0,0483,
